age,marital,dwelling,edu,foodins,weight,female,immigr,rural,children,household,joblose,finimpact,pfg,anx2,nmissingvars,finimp3,fooddich,_est_est1,_est_est2,_est_est3,_est_est4
5,1,1,2,0,4684.803,1,0,1,0,2,9,5,1,0,0,3,0,1,1,1,1
6,2,4,6,0,5138.3,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
3,1,1,7,0,13060.18,1,0,0,0,3,0,2,0,0,0,2,0,1,1,1,1
4,1,1,4,0,6456.966,1,0,0,0,2,9,2,1,1,1,2,0,1,1,1,1
6,1,1,6,0,2503.019,1,0,1,0,2,9,5,1,0,0,3,0,1,1,1,1
6,3,1,7,0,1764.933,1,1,0,0,1,9,1,1,0,0,1,0,1,1,1,1
4,1,1,3,0,2361.531,1,0,1,0,2,0,2,1,0,0,2,0,1,1,1,1
5,2,4,4,0,6987.876,1,0,0,0,1,9,3,1,0,0,2,0,1,1,1,1
5,2,2,2,0,8899.096,1,1,0,0,1,9,1,1,0,0,1,0,1,1,1,1
6,2,2,4,0,5099.488,1,0,0,0,1,9,2,1,0,0,2,0,1,1,1,1
4,1,1,7,0,2599.93,1,0,0,0,4,0,2,1,0,0,2,0,1,1,1,1
2,3,2,6,2,567.4005,1,0,0,0,1,0,2,1,0,0,2,1,1,1,1,1
6,1,1,7,0,1478.136,1,0,1,0,2,9,1,1,0,0,1,0,1,1,1,1
5,1,1,2,0,3446.095,1,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
6,1,1,6,0,2558.281,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
2,3,3,6,0,2399.665,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
5,3,1,3,0,2409.018,1,0,1,0,1,9,1,1,1,0,1,0,1,1,1,1
5,2,1,4,0,1191.851,1,0,0,0,1,9,1,1,0,0,1,0,1,1,1,1
6,2,1,4,0,1250.428,1,0,1,0,1,9,2,0,0,0,2,0,1,1,1,1
6,2,1,7,0,4144.637,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,1,1,4,0,1104.915,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
3,3,1,5,0,6530.468,1,0,1,0,1,0,3,1,0,1,2,0,1,1,1,1
6,1,2,7,0,10053.98,1,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
5,1,1,6,0,1983.353,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
2,3,1,7,0,20709.18,1,0,0,0,3,0,1,1,0,0,1,0,1,1,1,1
4,1,1,4,0,1688.306,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
7,1,4,7,0,11077.55,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,2,2,0,2828.705,1,0,1,0,1,9,1,0,0,0,1,0,1,1,1,1
6,3,3,7,0,6984.284,1,0,0,0,1,0,5,1,0,0,3,0,1,1,1,1
1,3,2,2,1,2539.955,1,0,0,0,1,0,3,0,0,0,2,1,1,1,1,1
6,2,3,4,0,4137.635,1,0,0,0,1,9,2,1,1,0,2,0,1,1,1,1
5,1,1,4,2,2385.699,1,0,1,0,2,9,1,1,1,1,1,1,1,1,1,1
6,1,1,2,0,5605.077,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
2,3,1,6,0,2961.475,1,0,0,0,5,0,5,1,1,0,3,0,1,1,1,1
5,1,1,5,0,6289.046,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
2,1,1,4,0,2560.417,1,0,0,0,2,0,1,1,1,0,1,0,1,1,1,1
5,3,2,2,3,772.5584,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
4,1,1,6,0,1106.34,1,0,0,0,2,0,4,1,1,1,2,0,1,1,1,1
6,1,3,2,2,5955.98,1,0,0,0,2,9,2,1,0,0,2,1,1,1,1,1
6,1,1,6,0,2739.524,1,1,0,0,2,1,2,0,0,0,2,0,1,1,1,1
5,2,2,2,0,4211.998,1,0,0,0,1,0,3,1,0,0,2,0,1,1,1,1
2,3,3,7,0,1959.511,1,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
6,2,1,4,0,1322.107,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1
5,1,4,7,0,7860,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,1,1,0,7225.994,1,1,0,0,2,9,3,1,0,0,2,0,1,1,1,1
7,1,1,2,0,8707.539,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,2,1,6,0,3908.886,1,0,1,0,1,9,2,0,0,0,2,0,1,1,1,1
5,3,2,6,0,1055.559,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,1,1,6,0,854.8828,1,0,1,0,1,9,1,1,0,0,1,0,1,1,1,1
4,3,4,4,0,786.2762,1,0,0,0,1,0,2,0,0,0,2,0,1,1,1,1
7,1,1,3,0,6173.831,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
3,3,1,6,0,2089.352,1,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
2,3,4,4,0,5605.992,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
6,2,1,1,0,4584.918,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
2,1,1,4,0,14057.07,1,0,0,0,2,9,4,1,0,0,2,0,1,1,1,1
2,1,2,4,0,2278.325,1,0,0,0,2,0,2,1,1,0,2,0,1,1,1,1
5,1,1,4,0,2333.48,1,0,1,0,2,9,2,1,0,0,2,0,1,1,1,1
3,2,1,2,0,700.9096,1,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
7,1,3,6,0,13657.09,1,1,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,3,1,5,0,5735.447,1,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
6,1,2,2,1,26965.59,1,0,0,0,2,9,4,0,0,0,2,1,1,1,1,1
5,1,1,4,0,1447.356,1,0,1,0,2,0,3,1,0,0,2,0,1,1,1,1
7,2,1,4,0,1621.414,1,0,1,0,1,9,1,0,0,0,1,0,1,1,1,1
2,3,2,4,0,3237.637,1,0,0,0,2,0,3,1,0,0,2,0,1,1,1,1
7,2,2,1,0,5871.1,1,0,0,0,1,0,2,1,1,0,2,0,1,1,1,1
6,1,1,4,0,5103.112,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,3,2,0,22046.01,1,0,0,0,2,1,4,0,0,0,2,0,1,1,1,1
6,2,4,4,0,5877.663,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,1,1,2,0,15904.52,1,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
6,1,2,1,0,17328.01,1,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
2,1,4,7,2,2265.235,1,0,0,0,2,0,3,1,1,0,2,1,1,1,1,1
2,3,2,6,0,2929.541,1,0,1,0,2,0,5,1,1,0,3,0,1,1,1,1
7,1,1,7,0,2993.129,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,4,7,0,850.9752,1,0,0,0,1,9,1,1,0,0,1,0,1,1,1,1
5,3,1,2,0,7060.84,1,0,0,0,3,9,5,1,0,0,3,0,1,1,1,1
6,3,1,7,0,1828.968,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
4,1,1,6,0,17475.9,1,0,0,0,4,9,3,1,1,0,2,0,1,1,1,1
5,1,1,5,0,1474.009,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
7,1,1,1,0,6061.204,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,1,7,0,3077.82,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
5,1,1,6,0,1975.844,1,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
2,3,1,6,1,1032.882,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
5,2,1,3,0,1166.445,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
6,1,1,4,0,2156.016,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,2,4,2,1,1261.508,1,0,0,0,1,9,3,1,0,0,2,1,1,1,1,1
2,1,2,7,0,9705.119,1,0,0,0,2,9,2,1,1,0,2,0,1,1,1,1
4,3,1,7,0,1431.892,1,0,0,0,1,0,3,0,0,0,2,0,1,1,1,1
5,1,1,4,0,5778.262,1,0,1,0,2,0,5,0,0,0,3,0,1,1,1,1
6,1,1,7,0,1830.68,1,1,0,0,2,9,2,0,0,0,2,0,1,1,1,1
5,3,4,4,0,1722.265,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,2,1,6,0,6631.877,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,1,6,0,3305.063,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
6,1,4,4,0,6558.298,1,0,0,0,2,1,2,1,0,0,2,0,1,1,1,1
6,1,4,6,0,1791.149,1,0,0,0,2,9,5,0,0,0,3,0,1,1,1,1
5,1,1,1,0,4321.809,1,0,0,0,2,9,3,1,0,0,2,0,1,1,1,1
6,1,1,1,1,2512.273,1,0,1,0,2,9,1,0,0,0,1,1,1,1,1,1
2,1,1,2,0,4530.397,1,1,1,0,2,0,1,0,0,0,1,0,1,1,1,1
6,2,1,2,0,2740.302,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
1,3,2,7,0,418.5913,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
4,3,2,7,0,718.0715,1,1,0,0,1,0,5,1,0,0,3,0,1,1,1,1
6,2,1,7,0,2496.039,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
3,2,1,5,3,2127.85,1,0,0,0,1,1,4,1,1,0,2,1,1,1,1,1
5,2,1,4,0,3070.492,1,0,1,0,1,9,1,0,0,0,1,0,1,1,1,1
2,3,4,6,0,2192.44,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
3,3,3,4,2,9455.023,1,0,0,0,2,0,3,1,1,0,2,1,1,1,1,1
6,3,3,4,0,11852.23,1,1,0,0,1,9,1,0,0,0,1,0,1,1,1,1
6,2,2,4,0,1329.015,1,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
6,1,2,2,0,3045.198,1,1,0,0,2,9,2,1,0,0,2,0,1,1,1,1
4,1,1,6,0,1200.118,1,0,0,0,4,0,3,1,1,0,2,0,1,1,1,1
6,1,4,2,0,1559.323,1,0,0,0,2,9,5,1,0,0,3,0,1,1,1,1
4,1,1,2,0,6034.777,1,0,1,0,4,9,5,0,0,0,3,0,1,1,1,1
7,1,4,4,0,2238.91,1,0,1,0,2,9,1,1,0,0,1,0,1,1,1,1
5,1,4,4,2,1884.566,1,0,1,0,2,9,3,1,1,0,2,1,1,1,1,1
6,1,4,4,0,3137.943,1,0,1,0,1,9,1,0,0,0,1,0,1,1,1,1
2,1,2,6,0,2948.498,1,0,0,0,2,0,1,1,0,1,1,0,1,1,1,1
4,2,1,7,2,11608.18,1,1,0,0,2,9,4,1,1,0,2,1,1,1,1,1
5,1,1,6,0,1253.359,1,1,0,0,3,0,1,0,0,0,1,0,1,1,1,1
5,1,1,4,0,1489.317,1,0,0,0,2,9,5,0,0,0,3,0,1,1,1,1
4,3,1,7,0,467.7571,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,2,1,4,0,1027.515,1,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
4,2,4,5,0,10451.97,1,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
6,1,1,4,0,2617.099,1,0,0,0,2,9,5,0,0,0,3,0,1,1,1,1
7,1,1,2,3,3150.817,1,0,1,0,2,9,4,0,1,0,2,1,1,1,1,1
1,2,3,3,3,834.2785,1,0,0,0,1,9,4,1,1,1,2,1,1,1,1,1
6,1,1,2,0,5649.568,1,0,0,0,2,9,5,1,0,0,3,0,1,1,1,1
5,3,4,6,0,1027.515,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
2,1,1,6,0,2852.051,1,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
1,3,1,2,0,51322.59,1,0,0,0,4,9,3,1,1,0,2,0,1,1,1,1
4,3,4,4,0,4598.447,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
6,1,1,4,0,2323.262,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,1,1,4,0,6632.562,1,1,1,0,2,9,2,1,0,0,2,0,1,1,1,1
6,2,3,2,0,8507.503,1,1,0,0,2,9,1,1,1,0,1,0,1,1,1,1
5,1,1,4,0,1739.931,1,0,0,0,2,0,1,1,1,1,1,0,1,1,1,1
5,1,2,4,0,8985.231,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
2,3,3,6,0,7531.829,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,1,1,2,0,8931.631,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,1,7,0,710.9196,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
2,3,1,2,0,5372.079,1,0,0,0,2,0,1,1,1,0,1,0,1,1,1,1
6,2,4,5,0,709.2673,1,0,1,0,1,9,1,1,0,0,1,0,1,1,1,1
6,1,1,2,0,9816.474,1,0,1,0,2,0,2,1,0,0,2,0,1,1,1,1
4,1,1,6,0,921.9053,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
4,3,1,2,0,38537.02,1,0,0,0,2,0,5,0,0,0,3,0,1,1,1,1
7,1,1,6,0,13429.56,1,1,0,0,2,9,5,0,0,1,3,0,1,1,1,1
3,2,2,6,1,6181.762,1,0,0,0,1,0,3,1,0,0,2,1,1,1,1,1
5,1,1,4,0,1626.001,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
4,3,2,7,0,4634.115,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
7,1,1,6,0,2242.554,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
7,1,1,2,0,4016.612,1,0,1,0,1,9,1,0,0,0,1,0,1,1,1,1
2,1,1,6,0,792.3541,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
7,1,3,1,0,19158.77,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,4,0,1480.394,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
7,2,4,6,2,18192.6,1,1,0,0,3,0,4,1,0,0,2,1,1,1,1,1
4,1,1,4,0,3725.875,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
6,1,1,4,0,9332.593,1,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
2,1,1,6,0,1315.557,1,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
2,3,2,6,0,10079.4,1,0,0,0,1,0,2,1,0,0,2,0,1,1,1,1
5,1,1,4,0,1258.284,1,0,1,0,2,0,3,0,0,0,2,0,1,1,1,1
3,3,4,4,0,7261.442,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
6,3,4,3,0,4839.375,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1
4,3,1,6,0,1205.92,1,0,1,0,2,0,2,1,0,0,2,0,1,1,1,1
6,1,1,6,0,1621.678,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,4,2,0,18532.52,1,1,0,0,2,0,1,0,0,0,1,0,1,1,1,1
6,2,1,4,0,1173.412,1,0,1,0,1,9,1,1,0,0,1,0,1,1,1,1
4,3,2,7,0,3487.276,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,1,1,4,0,1785.268,1,0,0,0,3,9,1,0,0,0,1,0,1,1,1,1
5,1,1,6,0,3023.852,1,0,0,0,4,1,5,1,0,0,3,0,1,1,1,1
5,1,1,5,0,16467.66,1,1,0,0,2,9,2,0,0,1,2,0,1,1,1,1
6,3,3,6,0,12646.66,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,3,1,2,0,1831.219,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1
2,3,1,4,1,895.4106,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
5,1,1,6,0,31101.54,1,0,0,0,5,0,2,1,1,0,2,0,1,1,1,1
3,2,4,4,0,2149.119,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1
4,2,4,4,0,3468.228,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
2,1,1,6,1,3234.298,1,0,0,0,2,9,4,1,1,0,2,1,1,1,1,1
6,1,1,3,0,2615.017,1,0,1,0,2,9,1,1,0,0,1,0,1,1,1,1
7,1,1,4,0,1365.502,1,0,1,0,2,9,2,1,1,0,2,0,1,1,1,1
4,1,1,7,0,11556.93,1,1,0,0,2,0,1,0,0,0,1,0,1,1,1,1
1,3,1,1,0,4592.58,1,0,0,0,3,9,1,1,0,0,1,0,1,1,1,1
5,1,1,4,0,2121.041,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
2,3,1,6,0,18541.22,1,0,0,0,5,0,1,1,0,0,1,0,1,1,1,1
2,1,1,7,0,852.7723,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,1,0,56085.68,1,0,0,0,2,9,2,0,0,0,2,0,1,1,1,1
5,1,1,6,0,2626.692,1,0,1,0,2,0,2,0,0,0,2,0,1,1,1,1
2,1,2,7,0,3719.412,1,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
4,1,1,7,0,4674.043,1,1,0,0,4,0,1,0,0,0,1,0,1,1,1,1
5,1,1,3,0,3116.967,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,1,5,0,1927.232,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,4,6,0,2619.27,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,1,4,0,5198.434,1,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
5,3,2,3,0,8910.903,1,0,0,0,1,9,2,0,1,0,2,0,1,1,1,1
7,2,3,2,0,12517.97,1,1,0,0,1,9,1,0,0,0,1,0,1,1,1,1
1,3,1,6,0,5666.426,1,0,1,0,4,9,4,1,1,0,2,0,1,1,1,1
6,2,1,7,0,5210.516,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,1,1,6,0,1162.796,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
5,2,3,6,0,6347.533,1,0,0,0,1,1,5,1,1,0,3,0,1,1,1,1
4,1,4,2,0,6574.709,1,0,0,0,2,0,3,0,0,0,2,0,1,1,1,1
6,1,1,2,0,5046.61,1,0,0,0,2,9,5,1,0,0,3,0,1,1,1,1
4,1,1,5,0,1673.653,1,0,0,0,2,9,1,1,1,0,1,0,1,1,1,1
2,3,3,7,0,534.7268,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
2,1,1,4,0,2834.737,1,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
6,2,4,6,0,1072.985,1,1,0,0,1,9,5,1,1,0,3,0,1,1,1,1
5,1,1,4,1,1409.314,1,0,1,0,2,0,2,0,0,0,2,1,1,1,1,1
6,1,1,2,0,8800.327,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,1,2,0,3945.368,1,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
6,1,1,4,0,3545.151,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
5,1,1,5,0,1027.385,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
2,1,2,4,3,7268.268,1,1,0,0,2,0,3,1,1,0,2,1,1,1,1,1
5,1,1,7,0,3636.704,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
5,1,4,4,0,2128.248,1,0,0,0,2,9,4,0,0,0,2,0,1,1,1,1
4,1,1,1,0,10689.85,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,7,0,581.7232,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,3,1,6,0,914.9717,1,0,1,0,1,1,2,0,0,0,2,0,1,1,1,1
2,3,2,7,0,727.4357,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,2,1,3,0,7945.753,1,0,1,0,2,1,3,0,1,0,2,0,1,1,1,1
3,2,1,4,0,6414.448,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,1,1,2,0,2106.877,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
2,3,2,4,0,31661.24,1,0,0,0,2,0,3,1,1,0,2,0,1,1,1,1
2,1,1,6,0,5250.467,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,2,1,4,0,745.7749,1,0,0,0,1,0,3,1,1,0,2,0,1,1,1,1
5,1,1,2,0,1077.717,1,0,1,0,2,0,2,1,0,0,2,0,1,1,1,1
6,1,3,7,0,9753.572,1,1,0,0,2,9,2,0,0,0,2,0,1,1,1,1
4,2,4,4,0,1749.509,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,1,1,3,0,5985.104,1,0,0,0,3,0,1,1,0,0,1,0,1,1,1,1
6,2,1,3,0,2610.652,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
1,3,4,2,0,47204.88,1,1,0,0,3,1,2,0,0,0,2,0,1,1,1,1
4,1,1,6,0,1124.948,1,1,1,0,2,0,1,0,0,0,1,0,1,1,1,1
4,2,1,4,2,1004.279,1,0,0,0,1,0,3,1,1,0,2,1,1,1,1,1
5,2,4,4,0,1322.863,1,1,0,0,1,0,2,1,0,0,2,0,1,1,1,1
5,2,1,7,0,1419.267,1,1,0,0,2,0,5,0,0,0,3,0,1,1,1,1
6,1,3,5,0,9518.275,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,1,1,6,0,1576.902,1,1,0,0,2,9,5,1,0,0,3,0,1,1,1,1
6,2,3,6,0,423.7607,1,0,0,0,1,1,3,1,1,0,2,0,1,1,1,1
6,2,1,3,0,840.7563,1,0,1,0,1,0,2,1,0,0,2,0,1,1,1,1
6,1,1,2,0,4013.733,1,0,0,0,2,9,5,1,0,0,3,0,1,1,1,1
6,2,1,2,0,1826.735,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
5,3,4,6,0,5016.092,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
3,3,4,2,1,10025.72,1,0,0,0,1,9,2,1,1,0,2,1,1,1,1,1
2,1,1,7,0,3213.228,1,0,0,0,2,0,1,1,1,0,1,0,1,1,1,1
6,2,1,4,0,847.529,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
2,1,1,6,0,9866.84,1,0,0,0,2,9,3,1,1,0,2,0,1,1,1,1
4,1,1,4,1,4044.73,1,0,1,0,2,9,2,1,0,0,2,1,1,1,1,1
6,1,2,2,0,11458.06,1,0,0,0,2,9,2,0,0,0,2,0,1,1,1,1
5,1,1,4,0,1403.436,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
2,3,1,7,0,945.7807,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,2,4,7,0,3334.841,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
2,1,4,2,0,1590.508,1,0,0,0,2,0,5,0,0,0,3,0,1,1,1,1
5,1,1,4,0,14876.5,1,0,0,0,2,0,3,1,0,0,2,0,1,1,1,1
6,1,1,7,0,8108.959,1,0,0,0,2,9,1,0,0,1,1,0,1,1,1,1
5,3,2,2,3,2198.272,1,0,0,0,1,9,1,1,1,0,1,1,1,1,1,1
6,3,4,7,0,6808.395,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,3,1,4,0,882.4628,1,0,1,0,1,9,2,1,0,0,2,0,1,1,1,1
7,2,3,2,0,4451.54,1,0,0,0,1,9,1,0,1,0,1,0,1,1,1,1
4,1,1,1,0,3726.467,1,0,0,0,2,1,4,1,0,0,2,0,1,1,1,1
4,1,1,2,1,5693.698,1,0,0,0,3,9,3,1,1,0,2,1,1,1,1,1
2,1,1,7,0,3043.563,1,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
6,1,1,2,0,3122.625,1,1,0,0,2,1,2,0,0,0,2,0,1,1,1,1
6,1,1,6,0,1897.484,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
7,3,4,7,0,1975.594,1,1,0,0,1,9,1,0,0,1,1,0,1,1,1,1
5,3,4,4,0,9246.629,1,0,0,0,1,9,1,1,1,0,1,0,1,1,1,1
7,1,1,2,0,5084.149,1,0,0,0,2,9,1,0,0,1,1,0,1,1,1,1
5,1,1,2,0,1441.232,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,1,1,6,0,1220.712,1,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
4,3,4,6,0,721.3587,1,0,0,0,1,1,3,1,0,0,2,0,1,1,1,1
3,1,1,2,0,2310.251,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
5,1,1,2,0,2144.445,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
7,2,2,4,0,12053.03,1,0,0,0,1,9,1,1,0,2,1,0,1,1,1,1
5,2,1,6,0,867.1584,1,0,0,0,1,1,3,0,0,0,2,0,1,1,1,1
6,1,1,4,0,4563.102,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
4,3,3,7,0,6652.232,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,2,1,6,0,1467.904,1,0,0,0,1,0,3,0,0,0,2,0,1,1,1,1
7,1,1,2,0,5915.421,1,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,4,3,0,1211.81,1,0,1,0,2,9,3,1,0,0,2,0,1,1,1,1
5,3,4,4,0,3126.511,1,1,0,0,2,0,1,1,0,0,1,0,1,1,1,1
6,1,1,4,0,2577.18,1,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,4,0,1432.916,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,6,0,644.814,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,2,1,2,0,12929.45,1,0,0,0,1,9,1,1,1,0,1,0,1,1,1,1
2,3,4,6,0,5358.089,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
5,1,1,7,0,6593.736,1,0,1,0,2,9,1,1,0,0,1,0,1,1,1,1
5,2,1,4,0,3440.133,1,0,1,0,2,9,1,1,0,0,1,0,1,1,1,1
5,3,2,5,0,578.5813,1,0,1,0,1,9,1,1,0,1,1,0,1,1,1,1
5,1,1,2,0,17929.13,1,1,0,0,3,0,1,1,0,0,1,0,1,1,1,1
5,1,1,4,0,8077.651,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,6,0,1400.56,1,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
5,1,4,4,0,2344.073,1,0,1,0,2,9,2,1,1,0,2,0,1,1,1,1
1,3,1,2,2,11950.62,1,0,1,0,3,0,4,1,1,0,2,1,1,1,1,1
5,1,1,3,0,4455.345,1,0,0,0,2,0,3,1,1,0,2,0,1,1,1,1
1,1,1,4,0,4133.302,1,0,1,0,3,0,1,1,1,0,1,0,1,1,1,1
5,2,1,6,1,1209.572,1,0,0,0,2,9,2,1,0,0,2,1,1,1,1,1
4,1,1,3,0,9714.38,1,0,0,0,2,1,3,0,0,0,2,0,1,1,1,1
7,2,4,2,0,3402.031,1,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
7,1,1,4,0,3279.266,1,0,1,0,2,9,1,0,0,1,1,0,1,1,1,1
6,2,2,2,0,11186.93,1,0,0,0,1,9,1,0,0,1,1,0,1,1,1,1
5,3,4,7,0,755.3471,1,0,0,0,1,9,2,1,0,0,2,0,1,1,1,1
5,1,1,2,0,9351.565,1,0,1,0,2,9,3,1,0,0,2,0,1,1,1,1
3,3,4,2,0,4607.753,1,0,0,0,1,0,2,1,0,0,2,0,1,1,1,1
