age,marital,dwelling,edu,foodins,weight,female,immigr,rural,children,household,joblose,finimpact,pfg,anx2,nmissingvars,finimp3,fooddich,_est_est1,_est_est2,_est_est3,_est_est4
2,3,3,7,0,4559.918,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
3,1,1,4,0,11274.59,0,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
5,1,1,7,0,5529.188,0,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,7,0,10555.72,0,1,0,0,3,9,2,0,1,0,2,0,1,1,1,1
6,1,1,6,0,1888.601,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
3,1,2,6,0,2375.076,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
5,3,4,6,0,4158.693,0,0,0,0,1,9,2,0,0,0,2,0,1,1,1,1
4,1,3,7,0,753.2169,0,1,0,0,1,0,3,0,0,0,2,0,1,1,1,1
5,1,1,3,0,1489.891,0,1,1,0,2,0,1,0,0,0,1,0,1,1,1,1
6,1,1,2,0,2022.229,0,0,0,0,2,0,5,0,1,0,3,0,1,1,1,1
2,3,1,3,0,6577.324,0,0,1,0,2,9,3,1,0,0,2,0,1,1,1,1
6,1,2,6,0,2355.845,0,0,0,0,2,9,3,0,0,0,2,0,1,1,1,1
6,1,1,3,0,4241.849,0,0,0,0,2,0,3,0,0,0,2,0,1,1,1,1
5,1,1,4,0,6285.018,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
5,1,1,2,0,3600.588,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
7,2,1,6,0,1015.792,0,0,0,0,1,9,3,1,1,0,2,0,1,1,1,1
6,1,1,4,0,1984.071,0,0,0,0,2,9,1,1,1,0,1,0,1,1,1,1
5,2,2,5,0,838.5442,0,0,0,0,1,0,4,0,0,0,2,0,1,1,1,1
5,1,1,5,0,4039.398,0,0,0,0,5,0,3,0,0,0,2,0,1,1,1,1
6,1,1,6,0,2609.122,0,0,1,0,2,9,2,1,0,0,2,0,1,1,1,1
5,1,1,3,0,1786.279,0,0,0,0,2,0,3,0,0,0,2,0,1,1,1,1
3,1,1,1,0,17271.39,0,0,0,0,2,0,5,1,1,0,3,0,1,1,1,1
7,1,4,2,0,18387.55,0,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,1,1,0,5210.602,0,0,1,0,2,0,1,1,1,1,1,0,1,1,1,1
5,1,1,7,0,4668.938,0,0,0,0,5,9,1,0,0,0,1,0,1,1,1,1
6,1,1,6,0,1053.071,0,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1
5,3,3,6,0,6839.948,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,1,3,7,0,12492.47,0,0,0,0,2,1,3,0,0,0,2,0,1,1,1,1
4,1,4,3,1,4458.828,0,0,0,0,2,9,1,0,0,0,1,1,1,1,1,1
7,1,1,3,0,3168.17,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
2,3,2,3,0,4867.268,0,0,1,0,1,9,3,0,0,0,2,0,1,1,1,1
2,3,1,4,2,1046.852,0,0,1,0,1,1,4,1,1,0,2,1,1,1,1,1
6,2,1,3,0,1203.656,0,0,0,0,1,9,2,1,0,0,2,0,1,1,1,1
5,2,1,6,0,967.5238,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
4,2,1,2,3,2346.865,0,0,0,0,1,9,4,1,1,0,2,1,1,1,1,1
4,1,4,4,0,7060.612,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,6,0,7682.47,0,0,0,0,2,0,5,0,0,0,3,0,1,1,1,1
6,2,2,6,0,1094.387,0,0,0,0,1,9,2,0,0,0,2,0,1,1,1,1
6,2,3,4,0,9023.37,0,1,0,0,1,1,2,1,0,0,2,0,1,1,1,1
6,1,1,6,2,1456.804,0,0,0,0,2,9,3,1,0,0,2,1,1,1,1,1
4,3,1,7,0,1372.946,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
3,1,1,2,0,7322.928,0,0,0,0,2,0,4,1,0,0,2,0,1,1,1,1
1,3,2,4,0,7503.108,0,0,0,0,2,9,5,1,0,0,3,0,1,1,1,1
6,1,1,3,1,2385.02,0,0,0,0,2,9,5,1,0,0,3,1,1,1,1,1
4,2,2,6,0,6581.557,0,0,0,0,1,9,3,0,0,0,2,0,1,1,1,1
6,1,1,3,2,2165.964,0,0,0,0,2,9,5,1,0,0,3,1,1,1,1,1
1,3,1,5,0,9363.285,0,0,0,0,3,9,3,1,1,0,2,0,1,1,1,1
3,1,1,7,0,12128.16,0,1,0,0,2,0,5,0,0,0,3,0,1,1,1,1
5,3,4,1,0,2115.552,0,0,1,0,1,9,1,1,0,0,1,0,1,1,1,1
6,2,2,6,0,326.1409,0,0,0,0,1,1,4,1,0,0,2,0,1,1,1,1
6,1,1,3,0,10556.31,0,0,1,0,3,9,1,0,0,0,1,0,1,1,1,1
6,1,1,6,0,4278.063,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
6,3,2,4,0,1122.109,0,0,0,0,1,9,4,1,1,0,2,0,1,1,1,1
5,1,1,2,0,35752.23,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,1,4,0,10132.27,0,0,0,0,2,1,4,1,1,0,2,0,1,1,1,1
3,3,3,7,0,5434.353,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1
2,3,2,6,0,7106.574,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
5,1,1,7,0,2108.407,0,0,0,0,2,9,2,0,0,0,2,0,1,1,1,1
7,1,4,4,0,4354.891,0,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
5,1,4,2,1,4886.374,0,0,0,0,2,9,1,1,0,0,1,1,1,1,1,1
6,1,1,1,0,12987.91,0,0,0,0,3,0,2,0,0,1,2,0,1,1,1,1
5,1,1,4,0,12953.48,0,0,1,0,3,0,1,1,0,0,1,0,1,1,1,1
5,1,1,6,0,21252.73,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
7,3,4,6,1,1124.03,0,0,0,0,1,9,2,0,0,1,2,1,1,1,1,1
3,3,1,3,3,2186.284,0,0,0,0,1,9,4,1,0,0,2,1,1,1,1,1
3,3,1,2,0,58943.97,0,0,0,0,4,0,1,0,0,0,1,0,1,1,1,1
4,3,1,7,0,735.4167,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
5,3,1,4,0,983.3747,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
2,3,2,4,0,3658.044,0,0,0,0,1,9,3,1,1,0,2,0,1,1,1,1
3,3,1,2,0,4055.367,0,0,0,0,1,9,2,0,0,0,2,0,1,1,1,1
7,2,3,6,0,1169.722,0,0,0,0,1,1,4,0,0,0,2,0,1,1,1,1
6,1,1,2,0,7677.958,0,1,1,0,2,9,2,0,0,0,2,0,1,1,1,1
5,1,1,6,0,2959.262,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,2,6,0,4390.919,0,0,0,0,1,9,2,0,0,0,2,0,1,1,1,1
3,2,2,6,3,11349.9,0,1,0,0,1,9,4,1,0,0,2,1,1,1,1,1
2,3,2,2,0,8560.893,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
2,3,4,2,2,43989.38,0,0,0,0,3,9,2,1,0,0,2,1,1,1,1,1
7,1,1,6,0,6309.115,0,0,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,1,1,4,0,1460.123,0,1,0,0,1,9,3,1,0,0,2,0,1,1,1,1
2,1,4,7,0,2291.94,0,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
5,1,3,2,1,14872.18,0,1,0,0,2,0,4,1,1,0,2,1,1,1,1,1
3,1,1,6,0,6905.529,0,0,1,0,2,0,1,1,0,0,1,0,1,1,1,1
6,1,4,6,0,563.8395,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,3,1,7,3,6951.438,0,1,0,0,1,0,3,0,0,0,2,1,1,1,1,1
6,1,2,2,0,7604.267,0,0,0,0,2,9,1,0,0,1,1,0,1,1,1,1
2,1,1,4,0,16762.08,0,0,0,0,2,1,2,1,0,0,2,0,1,1,1,1
6,3,2,1,0,1710.999,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
4,3,1,6,0,1584.472,0,0,0,0,2,0,1,1,1,0,1,0,1,1,1,1
6,1,1,6,0,11094.44,0,1,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,4,0,1559.558,0,0,1,0,2,9,5,0,0,0,3,0,1,1,1,1
5,1,4,6,0,6812.11,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
5,1,4,2,0,5708.958,0,0,0,0,2,1,3,1,0,1,2,0,1,1,1,1
1,3,2,2,0,33051.98,0,0,0,0,3,9,1,1,1,0,1,0,1,1,1,1
5,3,2,3,0,718.8348,0,0,0,0,1,0,2,1,0,0,2,0,1,1,1,1
2,1,2,5,0,6037.088,0,1,0,0,3,0,3,0,0,0,2,0,1,1,1,1
6,2,3,1,0,1994.383,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
7,1,3,2,0,5191.82,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,2,6,0,6734.906,0,1,0,0,2,0,2,0,0,0,2,0,1,1,1,1
5,1,1,7,0,1875.406,0,0,0,0,4,0,2,1,0,1,2,0,1,1,1,1
4,3,4,2,0,2270.123,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
2,3,2,4,1,9539.966,0,1,0,0,1,0,2,1,0,0,2,1,1,1,1,1
7,1,1,6,0,2776.077,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
7,1,1,2,0,1381.418,0,0,0,0,2,9,2,0,0,0,2,0,1,1,1,1
5,2,1,3,0,1107.839,0,0,0,0,1,1,5,0,0,0,3,0,1,1,1,1
4,1,1,6,0,20933.21,0,1,0,0,3,0,1,0,0,0,1,0,1,1,1,1
7,1,1,6,0,517.6821,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,3,7,0,739.6963,0,0,0,0,1,0,5,0,1,0,3,0,1,1,1,1
5,1,4,2,0,3610.353,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
4,3,3,6,0,1156.121,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
1,3,4,6,0,25265.99,0,1,0,0,2,0,2,1,0,0,2,0,1,1,1,1
5,1,1,6,0,1835.227,0,0,0,0,2,9,3,1,0,0,2,0,1,1,1,1
6,2,4,3,0,4298.154,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,3,0,2741.411,0,0,0,0,2,0,1,0,1,0,1,0,1,1,1,1
4,3,4,2,0,4912.698,0,0,1,0,1,0,3,1,0,1,2,0,1,1,1,1
7,1,1,2,0,2321.912,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,2,4,0,2025.567,0,1,0,0,2,1,3,0,0,0,2,0,1,1,1,1
6,1,1,7,0,9166.057,0,0,0,0,2,9,5,0,0,0,3,0,1,1,1,1
6,1,4,4,0,5996.696,0,1,0,0,2,9,1,1,0,0,1,0,1,1,1,1
6,1,1,4,0,873.8673,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,1,1,4,0,5125.996,0,0,0,0,2,0,5,0,0,0,3,0,1,1,1,1
5,1,1,2,0,9694.641,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,1,3,0,1952.576,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
6,1,1,6,0,2969.798,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,2,4,1,2,4136.153,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1
4,3,1,3,0,3400.012,0,0,0,0,1,9,3,0,0,0,2,0,1,1,1,1
6,1,1,4,0,3955.968,0,0,1,0,2,0,3,0,0,0,2,0,1,1,1,1
6,1,1,3,0,1753.428,0,0,0,0,2,9,4,0,0,0,2,0,1,1,1,1
7,1,1,1,2,4160.163,0,0,0,0,2,9,5,1,0,0,3,1,1,1,1,1
3,3,1,6,0,19999.18,0,1,0,0,3,9,4,0,0,0,2,0,1,1,1,1
5,1,1,6,0,1804.554,0,0,1,0,2,9,5,0,0,0,3,0,1,1,1,1
5,3,2,4,0,926.9008,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
2,3,1,6,0,6970.155,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
5,1,4,2,0,8246.689,0,0,0,0,4,0,1,1,0,0,1,0,1,1,1,1
5,1,1,7,0,1194.474,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
7,1,1,1,0,2008.212,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,1,3,0,16998.35,0,0,0,0,1,9,3,0,0,0,2,0,1,1,1,1
6,1,1,6,0,1599.352,0,0,0,0,2,9,3,0,1,0,2,0,1,1,1,1
6,1,1,6,0,2330.918,0,1,0,0,2,9,2,0,0,0,2,0,1,1,1,1
2,3,2,6,0,1823.968,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
4,3,1,4,0,1362.684,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1
5,1,2,4,0,2509.437,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
1,3,1,1,0,15385.72,0,0,1,0,2,1,2,1,0,0,2,0,1,1,1,1
5,2,1,4,0,655.4105,0,0,0,0,1,9,1,1,0,0,1,0,1,1,1,1
2,1,3,6,0,7861.742,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
2,3,4,7,0,11066.45,0,0,0,0,2,0,1,0,1,0,1,0,1,1,1,1
2,1,2,4,3,13938.58,0,0,0,0,2,9,4,1,0,0,2,1,1,1,1,1
4,3,1,6,0,6581.557,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1
7,3,1,2,0,1748.796,0,1,0,0,1,9,1,0,0,0,1,0,1,1,1,1
6,1,1,4,0,2464.449,0,0,0,0,3,9,2,0,0,0,2,0,1,1,1,1
6,2,2,1,0,1128.275,0,0,0,0,1,9,5,1,0,0,3,0,1,1,1,1
4,2,2,3,0,27230.9,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1
7,1,1,3,0,2152.463,0,0,0,0,2,9,5,1,1,0,3,0,1,1,1,1
2,3,3,7,0,10280.29,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
7,1,1,7,0,1200.044,0,0,1,0,2,9,3,0,0,1,2,0,1,1,1,1
6,1,1,2,0,3628.167,0,0,1,0,2,1,2,0,0,0,2,0,1,1,1,1
5,2,2,6,0,463.8996,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,2,2,3,0,5824.864,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
1,3,1,1,0,3733.482,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
6,1,1,6,0,1264.923,0,0,0,0,2,9,2,0,0,0,2,0,1,1,1,1
4,3,1,2,1,1420.324,0,0,1,0,1,0,2,0,0,0,2,1,1,1,1,1
2,3,1,4,0,1762.212,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
6,1,1,1,0,5931.127,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,3,1,3,0,5400.688,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
3,1,1,2,0,3446.034,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
6,2,1,4,0,3579.074,0,0,0,0,1,9,1,1,0,0,1,0,1,1,1,1
5,1,1,6,0,27608.53,0,0,0,0,4,0,2,1,0,0,2,0,1,1,1,1
6,1,1,2,0,3285.077,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
7,1,1,7,0,1776.017,0,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
3,3,1,2,0,6347.963,0,1,0,0,2,1,3,0,0,1,2,0,1,1,1,1
3,3,2,4,0,1305.226,0,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
7,3,1,6,0,271.2477,0,0,0,0,1,9,1,1,0,0,1,0,1,1,1,1
7,1,1,7,0,3458.685,0,0,0,0,2,9,1,0,0,2,1,0,1,1,1,1
5,1,1,3,2,9331.663,0,0,0,0,5,9,4,1,1,0,2,1,1,1,1,1
6,2,1,2,0,2380.064,0,1,0,0,1,0,5,1,0,1,3,0,1,1,1,1
6,1,1,4,0,1351.287,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,2,6,0,2489.951,0,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,6,0,12541.55,0,0,0,0,3,9,2,1,0,0,2,0,1,1,1,1
6,3,1,6,0,1149.464,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,1,1,2,0,918.2214,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,5,0,1064.476,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
6,1,1,2,0,4653.985,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,1,4,0,4167.612,0,0,0,0,3,0,1,1,0,0,1,0,1,1,1,1
5,1,1,3,0,3094.371,0,0,0,0,3,0,3,0,0,0,2,0,1,1,1,1
4,1,1,7,0,2652.719,0,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
6,1,4,2,1,20964.86,0,1,0,0,2,0,1,1,1,0,1,1,1,1,1,1
5,1,1,6,0,5529.188,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
4,1,1,2,0,7679.252,0,0,0,0,2,1,2,0,0,0,2,0,1,1,1,1
7,1,4,3,0,11999.75,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,3,2,2,0,2049.69,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
1,3,1,4,0,14774.24,0,0,1,0,4,9,2,0,0,0,2,0,1,1,1,1
6,1,1,6,0,1399.369,0,0,0,0,2,9,5,1,0,0,3,0,1,1,1,1
6,3,2,6,0,1145.395,0,0,1,0,1,0,3,0,0,0,2,0,1,1,1,1
5,1,1,2,0,9614.21,0,0,0,0,3,0,3,1,0,0,2,0,1,1,1,1
6,1,1,2,1,20323.11,0,0,1,0,2,9,2,0,0,0,2,1,1,1,1,1
3,1,1,3,0,4404.873,0,0,0,0,2,0,5,0,0,0,3,0,1,1,1,1
4,1,1,4,0,2740.877,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,3,0,6392.295,0,0,0,0,3,0,1,0,0,0,1,0,1,1,1,1
5,1,1,2,0,7738.823,0,0,0,0,2,9,3,1,0,0,2,0,1,1,1,1
6,1,3,6,0,16707.17,0,1,0,0,2,9,2,1,0,0,2,0,1,1,1,1
4,3,1,4,0,8001.426,0,0,1,0,2,0,5,0,0,0,3,0,1,1,1,1
3,3,4,2,0,10819.71,0,0,0,0,3,9,5,0,0,0,3,0,1,1,1,1
6,2,1,1,0,10126.13,0,0,1,0,1,9,2,0,0,0,2,0,1,1,1,1
5,3,3,7,0,5762.218,0,1,0,0,1,1,3,1,1,0,2,0,1,1,1,1
3,3,4,1,2,5907.112,0,0,0,0,1,9,4,1,0,0,2,1,1,1,1,1
5,3,3,4,0,1194.844,0,0,0,0,1,9,2,1,0,0,2,0,1,1,1,1
7,1,4,7,0,1949.065,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
2,1,1,2,0,3586.144,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1
6,1,3,4,2,865.6348,0,1,0,0,2,9,5,1,0,0,3,1,1,1,1,1
5,1,1,6,0,6901.214,0,0,1,0,2,9,5,0,0,0,3,0,1,1,1,1
6,3,1,4,0,7550.784,0,1,0,0,1,1,4,1,0,0,2,0,1,1,1,1
5,1,1,7,0,5625.208,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
2,3,1,4,0,14459.38,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
5,3,1,2,0,509.2193,0,0,1,0,1,0,5,0,0,0,3,0,1,1,1,1
7,1,4,2,0,4670.613,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
5,1,1,6,0,1804.554,0,1,1,0,2,9,1,1,0,0,1,0,1,1,1,1
5,1,1,5,3,1842.88,0,0,0,0,3,1,4,0,0,0,2,1,1,1,1,1
4,3,1,4,0,5488.752,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
3,1,1,4,0,2178.573,0,0,0,0,2,0,1,1,1,0,1,0,1,1,1,1
6,1,1,1,0,11202.35,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
5,1,1,4,0,2054.031,0,0,1,0,2,9,1,0,0,0,1,0,1,1,1,1
7,3,3,2,0,8430.436,0,0,0,0,1,9,1,1,0,0,1,0,1,1,1,1
7,1,2,1,0,3345.761,0,0,0,0,2,9,5,0,0,0,3,0,1,1,1,1
5,1,1,4,1,9999.215,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1
6,3,1,4,0,699.5052,0,0,0,0,1,9,5,0,0,0,3,0,1,1,1,1
5,3,3,6,0,7104.021,0,0,0,0,1,1,4,1,1,0,2,0,1,1,1,1
7,1,1,6,0,1118.381,0,0,0,0,2,9,2,0,0,0,2,0,1,1,1,1
5,1,1,7,0,2113.701,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
6,1,1,3,0,1361.495,0,0,0,0,2,9,3,0,0,0,2,0,1,1,1,1
6,3,1,6,0,778.5856,0,0,1,0,1,9,1,0,0,0,1,0,1,1,1,1
6,1,1,7,0,3502.233,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,2,3,7,0,1467.073,0,1,0,0,2,9,2,0,0,0,2,0,1,1,1,1
6,1,1,6,0,611.4514,0,0,1,0,2,9,2,0,0,1,2,0,1,1,1,1
4,1,1,2,2,2725.525,0,0,1,0,2,9,5,1,0,0,3,1,1,1,1,1
6,1,1,7,0,16283.45,0,0,0,0,3,1,2,0,0,0,2,0,1,1,1,1
2,1,2,6,0,11640.98,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
4,1,2,2,0,5037.904,0,0,0,0,2,1,3,0,0,0,2,0,1,1,1,1
6,1,1,7,0,1442.953,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,3,4,4,0,1958.102,0,0,0,0,1,0,3,0,0,0,2,0,1,1,1,1
5,2,4,4,0,541.2093,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
7,3,4,7,0,850.4382,0,0,0,0,1,0,5,0,0,0,3,0,1,1,1,1
7,1,1,1,0,3956.107,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
5,2,1,2,0,1300.595,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,1,1,3,0,7793.263,0,0,0,0,3,0,3,0,0,0,2,0,1,1,1,1
4,1,1,6,0,5825.038,0,1,1,0,2,0,1,0,0,0,1,0,1,1,1,1
7,1,1,7,0,2527.357,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1
2,1,1,6,0,5437.416,0,0,1,0,2,0,3,0,0,0,2,0,1,1,1,1
7,1,2,3,0,2010.94,0,0,0,0,2,9,5,0,0,0,3,0,1,1,1,1
6,1,1,6,0,2025.6,0,1,0,0,2,9,1,0,0,0,1,0,1,1,1,1
5,1,1,2,0,6796.34,0,0,1,0,3,0,1,0,0,0,1,0,1,1,1,1
3,1,1,4,0,3317.422,0,0,1,0,2,0,3,1,1,0,2,0,1,1,1,1
1,3,1,1,0,54316.02,0,0,0,0,3,0,1,0,0,0,1,0,1,1,1,1
6,1,1,1,0,6532.966,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
4,1,3,6,0,16921.64,0,0,0,0,2,1,4,0,0,0,2,0,1,1,1,1
5,1,1,4,0,835.7859,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1
2,1,4,6,0,9870.424,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1
7,2,4,7,0,1390.08,0,0,1,0,1,9,3,0,0,1,2,0,1,1,1,1
5,3,1,2,0,11420.75,0,0,0,0,3,0,2,0,0,0,2,0,1,1,1,1
2,1,1,6,0,8015.748,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1
2,1,2,4,0,15351.5,0,0,0,0,2,0,2,1,1,0,2,0,1,1,1,1
3,2,3,4,0,13248.45,0,1,0,0,1,1,4,0,0,0,2,0,1,1,1,1
2,3,2,7,3,15423.56,0,0,0,0,1,1,5,1,1,0,3,1,1,1,1,1
4,1,1,4,0,2936.125,0,0,0,0,2,9,3,1,0,0,2,0,1,1,1,1
2,1,2,1,0,14536.67,0,1,0,0,3,0,1,0,0,0,1,0,1,1,1,1
6,1,4,4,0,2065.559,0,0,0,0,2,9,3,0,0,0,2,0,1,1,1,1
6,1,4,7,0,2006.172,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
3,3,2,4,0,2508.961,0,0,0,0,1,0,2,1,1,0,2,0,1,1,1,1
2,1,2,4,0,3011.081,0,1,0,0,3,0,4,0,0,0,2,0,1,1,1,1
2,1,2,2,0,7377.116,0,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
1,3,1,1,1,3119.999,0,0,0,0,2,9,3,0,0,0,2,1,1,1,1,1
6,2,1,4,0,3848.139,0,0,0,0,1,9,1,0,0,0,1,0,1,1,1,1
5,3,1,3,3,675.5902,0,0,1,0,1,9,2,1,0,0,2,1,1,1,1,1
6,1,4,3,0,2120.72,0,0,1,0,2,1,3,1,0,0,2,0,1,1,1,1
5,1,1,6,0,1495.104,0,0,1,0,2,0,2,1,0,0,2,0,1,1,1,1
6,1,1,4,0,3403.445,0,0,0,0,2,9,1,1,0,1,1,0,1,1,1,1
4,1,1,6,0,20555.23,0,0,0,0,3,0,1,1,0,0,1,0,1,1,1,1
2,1,2,6,0,3367.424,0,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
7,2,3,2,0,18779.29,0,0,0,0,2,9,2,1,0,0,2,0,1,1,1,1
2,3,2,6,0,2576.189,0,0,0,0,1,0,5,1,0,0,3,0,1,1,1,1
2,1,1,6,3,3244.364,0,0,0,0,2,0,3,1,1,0,2,1,1,1,1,1
5,2,1,3,0,2045.035,0,0,0,0,1,0,2,0,0,0,2,0,1,1,1,1
4,3,1,4,0,3136.452,0,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1
7,1,1,7,0,465.4431,0,1,0,0,2,9,2,0,0,0,2,0,1,1,1,1
7,1,4,2,0,27990.95,0,1,0,0,2,9,2,1,1,2,2,0,1,1,1,1
3,3,1,3,0,6039.908,0,0,1,0,1,9,2,1,0,0,2,0,1,1,1,1
7,1,1,2,0,1132.039,0,1,0,0,2,9,1,1,0,0,1,0,1,1,1,1
4,3,1,6,0,4456.655,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,1,1,3,0,1753.428,0,0,1,0,2,0,2,0,0,0,2,0,1,1,1,1
2,3,3,4,0,8523.356,0,1,0,0,1,0,5,1,0,0,3,0,1,1,1,1
2,3,2,7,2,10428.45,0,1,0,0,1,9,3,1,1,0,2,1,1,1,1,1
4,2,4,6,2,829.6918,0,1,0,0,1,0,4,1,0,0,2,1,1,1,1,1
5,3,3,7,0,1232.782,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
6,1,1,7,0,15063.07,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,1,1,7,0,3519.859,0,0,0,0,2,9,1,0,0,0,1,0,1,1,1,1
6,2,2,7,0,6130.982,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
6,1,1,7,0,1610.597,0,0,0,0,3,9,1,0,0,0,1,0,1,1,1,1
